Frequency (Hz)	Level (dB)
13921.875000	-85.311157
13968.750000	-84.004951
14015.625000	-84.884300
14062.500000	-87.347160
14109.375000	-87.972015
14156.250000	-88.166031
14203.125000	-88.397041
14250.000000	-88.353836
14296.875000	-88.346924
14343.750000	-88.326469
14390.625000	-88.216721
14437.500000	-88.379013
14484.375000	-87.976616
14531.250000	-87.821342
14578.125000	-88.266281
14625.000000	-88.332497
14671.875000	-88.174103
14718.750000	-88.112740
14765.625000	-88.296104
14812.500000	-88.567101
14859.375000	-88.434387
14906.250000	-88.190338
14953.125000	-87.725876
15000.000000	-86.711937
15046.875000	-87.580574
15093.750000	-88.362198
15140.625000	-88.582138
15187.500000	-88.496704
15234.375000	-88.486732
15281.250000	-88.359230
15328.125000	-88.341331
15375.000000	-88.548843
15421.875000	-88.481163
15468.750000	-88.572304
15515.625000	-88.518723
15562.500000	-88.842712
15609.375000	-88.726273
15656.250000	-88.542099
15703.125000	-88.546677
15750.000000	-88.612137
15796.875000	-88.836143
15843.750000	-88.424637
15890.625000	-88.487305
15937.500000	-88.696350
15984.375000	-88.630310
16031.250000	-88.380737
16078.125000	-88.472519
16125.000000	-88.809792
16171.875000	-88.642006
16218.750000	-88.738861
16265.625000	-88.753609
16312.500000	-88.786911
16359.375000	-88.925095
16406.250000	-88.588036
16453.125000	-88.716858
16500.000000	-88.809959
16546.875000	-88.754135
16593.750000	-88.459015
16640.625000	-88.658722
16687.500000	-88.821411
16734.375000	-88.570679
16781.250000	-88.752129
16828.125000	-88.858185
16875.000000	-88.612091
16921.875000	-88.728279
16968.750000	-88.627174
17015.625000	-88.802223
17062.500000	-88.800858
17109.375000	-88.659233
17156.250000	-88.587364
17203.125000	-88.639961
17250.000000	-88.741219
17296.875000	-88.902832
17343.750000	-88.792328
17390.625000	-88.509789
17437.500000	-88.562431
17484.375000	-88.544136
17531.250000	-88.475845
17578.125000	-88.589607
17625.000000	-88.756752
17671.875000	-88.810913
17718.750000	-88.774368
17765.625000	-88.710190
17812.500000	-88.560249
17859.375000	-88.640678
17906.250000	-88.814537
17953.125000	-88.857445
18000.000000	-88.437119
18046.875000	-88.627403
18093.750000	-88.751953
18140.625000	-88.729652
18187.500000	-88.683311
18234.375000	-88.634109
18281.250000	-88.547882
18328.125000	-88.587196
18375.000000	-88.595894
18421.875000	-88.759949
18468.750000	-88.687874
18515.625000	-88.616394
18562.500000	-88.557419
18609.375000	-88.646553
18656.250000	-88.460281
18703.125000	-88.485344
18750.000000	-88.652023
18796.875000	-88.684875
18843.750000	-88.873642
18890.625000	-88.848274
18937.500000	-88.747231
18984.375000	-88.619011
19031.250000	-88.775879
19078.125000	-88.588348
19125.000000	-88.431999
19171.875000	-88.848320
19218.750000	-88.811386
19265.625000	-88.695312
19312.500000	-88.698013
19359.375000	-88.697540
19406.250000	-88.699135
19453.125000	-88.838692
19500.000000	-88.843452
19546.875000	-88.882675
19593.750000	-88.812408
19640.625000	-88.821693
19687.500000	-88.898361
19734.375000	-88.671516
19781.250000	-88.834450
19828.125000	-88.713509
19875.000000	-88.672646
19921.875000	-88.951897
19968.750000	-89.106804
20015.625000	-88.751450
20062.500000	-88.546394
20109.375000	-88.704514
20156.250000	-88.803886
20203.125000	-88.474609
20250.000000	-88.615524
20296.875000	-88.920982
20343.750000	-88.562538
20390.625000	-88.468613
20437.500000	-88.517227
20484.375000	-88.609299
20531.250000	-88.814087
20578.125000	-88.821693
20625.000000	-88.686974
20671.875000	-88.901672
20718.750000	-88.774918
20765.625000	-88.614937
20812.500000	-88.861076
20859.375000	-88.888756
20906.250000	-88.644669
20953.125000	-88.556213
21000.000000	-88.853264
21046.875000	-88.776749
21093.750000	-88.673515
21140.625000	-88.457573
21187.500000	-88.509911
21234.375000	-88.677528
21281.250000	-88.992844
21328.125000	-88.891182
21375.000000	-88.755821
21421.875000	-88.660530
21468.750000	-88.815483
21515.625000	-88.816895
21562.500000	-89.059029
21609.375000	-89.060005
21656.250000	-88.822975
21703.125000	-88.729706
21750.000000	-88.809334
21796.875000	-88.975853
21843.750000	-88.997955
21890.625000	-89.086128
21937.500000	-88.895180
21984.375000	-88.724976
22031.250000	-88.531372
22078.125000	-88.760246
22125.000000	-88.812294
22171.875000	-88.790527
22218.750000	-88.860710
22265.625000	-88.824242
22312.500000	-88.945847
22359.375000	-88.812248
22406.250000	-88.506630
22453.125000	-88.647163
22500.000000	-88.730316
22546.875000	-88.749878
22593.750000	-88.659332
22640.625000	-88.618103
22687.500000	-88.769753
22734.375000	-88.690460
22781.250000	-88.825737
22828.125000	-88.912880
22875.000000	-88.777367
22921.875000	-88.622490
22968.750000	-88.561729
23015.625000	-88.776588
23062.500000	-89.001579
23109.375000	-89.091087
23156.250000	-89.015259
23203.125000	-88.515778
23250.000000	-88.545471
23296.875000	-88.590553
23343.750000	-88.414024
23390.625000	-88.582489
23437.500000	-88.267029
23484.375000	-87.820854
23531.250000	-88.523026
23578.125000	-87.827049
23625.000000	-88.281799
23671.875000	-88.411514
23718.750000	-87.738960
23765.625000	-88.413437
23812.500000	-88.339539
23859.375000	-88.422806
23906.250000	-88.603386
23953.125000	-88.456100
