Frequency (Hz)	Level (dB)
21937.500000	-89.735985
21984.375000	-89.634682
22031.250000	-89.756317
22078.125000	-89.790459
22125.000000	-89.804474
22171.875000	-89.728287
22218.750000	-89.747002
22265.625000	-89.878700
22312.500000	-89.938545
22359.375000	-89.916389
22406.250000	-89.776756
22453.125000	-89.648521
22500.000000	-89.643929
22546.875000	-89.719757
22593.750000	-89.554237
22640.625000	-89.207687
22687.500000	-88.870636
22734.375000	-88.972313
22781.250000	-88.873688
22828.125000	-88.500351
22875.000000	-88.279877
22921.875000	-88.217461
22968.750000	-88.035530
23015.625000	-87.336296
23062.500000	-86.362671
23109.375000	-85.336044
23156.250000	-84.708374
23203.125000	-86.335907
23250.000000	-87.537300
23296.875000	-87.962173
23343.750000	-88.582726
23390.625000	-88.655319
23437.500000	-88.976097
23484.375000	-89.263290
23531.250000	-89.277168
23578.125000	-89.545067
23625.000000	-89.691238
23671.875000	-89.504242
23718.750000	-89.387863
23765.625000	-89.373993
23812.500000	-89.625137
23859.375000	-89.630173
23906.250000	-89.627563
23953.125000	-89.845879
