Frequency (Hz)	Level (dB)
7359.375000	-71.975449
7406.250000	-72.018570
7453.125000	-71.998726
7500.000000	-72.137428
7546.875000	-72.167717
7593.750000	-72.340736
7640.625000	-72.274094
7687.500000	-72.072731
7734.375000	-72.031166
7781.250000	-72.010452
7828.125000	-72.017754
7875.000000	-72.224213
7921.875000	-72.209152
7968.750000	-72.414627
8015.625000	-72.357956
8062.500000	-72.221519
8109.375000	-72.464722
8156.250000	-72.412880
8203.125000	-72.420540
8250.000000	-72.613953
8296.875000	-72.971077
8343.750000	-73.111626
8390.625000	-73.027092
8437.500000	-72.970634
8484.375000	-72.832642
8531.250000	-72.655678
8578.125000	-72.731285
8625.000000	-72.692909
8671.875000	-72.875702
8718.750000	-72.953285
8765.625000	-72.877533
8812.500000	-73.045471
8859.375000	-72.950394
8906.250000	-72.780426
8953.125000	-72.945312
9000.000000	-72.750610
9046.875000	-72.770607
9093.750000	-72.829903
9140.625000	-73.132957
9187.500000	-73.251663
9234.375000	-72.878120
9281.250000	-73.220383
9328.125000	-73.865799
9375.000000	-73.823807
9421.875000	-73.682297
9468.750000	-73.356606
9515.625000	-73.290359
9562.500000	-73.585373
9609.375000	-73.461769
9656.250000	-73.287903
9703.125000	-73.420639
9750.000000	-73.416298
9796.875000	-73.178535
9843.750000	-73.449455
9890.625000	-73.530388
9937.500000	-73.348061
9984.375000	-73.830437
10031.250000	-73.678902
10078.125000	-73.577873
10125.000000	-74.145813
10171.875000	-73.659172
10218.750000	-73.681549
10265.625000	-74.000008
10312.500000	-73.624695
10359.375000	-73.975929
10406.250000	-73.772232
10453.125000	-73.941086
10500.000000	-74.343307
10546.875000	-73.776581
10593.750000	-74.164001
10640.625000	-73.992966
10687.500000	-73.839668
10734.375000	-74.106857
10781.250000	-73.622894
10828.125000	-74.346504
10875.000000	-74.208687
10921.875000	-74.337433
10968.750000	-74.385574
11015.625000	-73.712883
11062.500000	-74.270546
11109.375000	-73.785088
11156.250000	-74.787643
11203.125000	-74.619926
11250.000000	-74.646355
11296.875000	-74.277016
11343.750000	-73.533501
11390.625000	-74.651138
11437.500000	-73.832970
11484.375000	-74.555305
11531.250000	-73.953560
11578.125000	-74.852272
11625.000000	-74.495735
11671.875000	-74.788605
11718.750000	-74.883041
11765.625000	-74.511581
11812.500000	-75.099747
11859.375000	-74.207603
11906.250000	-74.889816
11953.125000	-73.995819
12000.000000	-74.998009
12046.875000	-74.273041
12093.750000	-75.290344
12140.625000	-74.485100
12187.500000	-75.278542
12234.375000	-74.287819
12281.250000	-74.722595
12328.125000	-74.246651
12375.000000	-74.710304
12421.875000	-74.480011
12468.750000	-74.783485
12515.625000	-74.625847
12562.500000	-75.029266
12609.375000	-75.059914
12656.250000	-75.570763
12703.125000	-75.305450
12750.000000	-75.205704
12796.875000	-75.008690
12843.750000	-74.787086
12890.625000	-74.720963
12937.500000	-74.929886
12984.375000	-74.644997
13031.250000	-74.914459
13078.125000	-74.622261
13125.000000	-75.286400
13171.875000	-74.662125
13218.750000	-75.405937
13265.625000	-74.691956
13312.500000	-75.744987
13359.375000	-74.937691
13406.250000	-76.340355
13453.125000	-74.895622
13500.000000	-75.835243
13546.875000	-74.487747
13593.750000	-75.806152
13640.625000	-74.685387
13687.500000	-75.672432
13734.375000	-75.143364
13781.250000	-75.537964
13828.125000	-75.290146
13875.000000	-75.261307
13921.875000	-75.563873
13968.750000	-74.861763
14015.625000	-75.954391
14062.500000	-74.733658
14109.375000	-76.103218
14156.250000	-74.846390
14203.125000	-75.911163
14250.000000	-74.990669
14296.875000	-75.592438
14343.750000	-75.778076
14390.625000	-75.412964
14437.500000	-76.241508
14484.375000	-75.086075
14531.250000	-76.451820
14578.125000	-75.275017
14625.000000	-76.379425
14671.875000	-75.331779
14718.750000	-75.156647
14765.625000	-75.827484
14812.500000	-74.898239
14859.375000	-76.137932
14906.250000	-74.792542
14953.125000	-75.967728
15000.000000	-75.311485
15046.875000	-75.577477
15093.750000	-76.284348
15140.625000	-75.090240
15187.500000	-76.508850
15234.375000	-75.078773
15281.250000	-76.094002
